date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:00:44	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2013%20Apr%202026%2012:00:42%20GMT	https://minhngoc.iwedding.info/templates/template6/img/video-play.png	F:/Workspace/Project/Freelancer/WebClone/minhngoc-wedding/minhngoc.iwedding.info/templates/template6/img/video-play.png	(from https://minhngoc.iwedding.info/templates/template6/css/libs.css?v=20251121)
19:00:44	146/146	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2013%20Apr%202026%2012:00:43%20GMT	https://minhngoc.iwedding.info/templates/template6/img/youtube-play.png	F:/Workspace/Project/Freelancer/WebClone/minhngoc-wedding/minhngoc.iwedding.info/templates/template6/img/youtube-play.png	(from https://minhngoc.iwedding.info/templates/template6/css/libs.css?v=20251121)
19:00:44	16959/16959	---M--	200	added ('OK')	image/gif	etag:%2265d336e1-423f%22	https://minhngoc.iwedding.info/templates/template6/img/loading.gif	F:/Workspace/Project/Freelancer/WebClone/minhngoc-wedding/minhngoc.iwedding.info/templates/template6/img/loading.gif	(from https://minhngoc.iwedding.info/templates/template6/css/libs.css?v=20251121)
19:00:45	309531/309531	---M--	200	added ('OK')	image/jpeg	etag:%2263c75d00-4b91b%22	https://minhngoc.iwedding.info/templates/template6/img/video-bg.jpg	F:/Workspace/Project/Freelancer/WebClone/minhngoc-wedding/minhngoc.iwedding.info/templates/template6/img/video-bg.jpg	(from https://minhngoc.iwedding.info/templates/template6/css/style.css?v=20251121)
19:00:45	9558/9558	---M--	200	added ('OK')	image/png	etag:%2263c75d00-2556%22	https://minhngoc.iwedding.info/templates/template6/img/accept.png	F:/Workspace/Project/Freelancer/WebClone/minhngoc-wedding/minhngoc.iwedding.info/templates/template6/img/accept.png	(from https://minhngoc.iwedding.info/templates/template6/css/style.css?v=20251121)
19:00:45	299/299	---M--	200	added ('OK')	image/png	etag:%22be93f525885d6b578a4267a64599bff8%22	https://cdn.biihappy.com/ziiweb/images/static/common/searchicon.png	F:/Workspace/Project/Freelancer/WebClone/minhngoc-wedding/cdn.biihappy.com/ziiweb/images/static/common/searchicon.png	(from https://minhngoc.iwedding.info/templates/template6/css/style.css?v=20251121)
19:00:46	1487644/1487644	---M--	200	added ('OK')	image/jpeg	etag:%2263c75d00-16b31c%22	https://minhngoc.iwedding.info/templates/template6/img/header-bg.jpg	F:/Workspace/Project/Freelancer/WebClone/minhngoc-wedding/minhngoc.iwedding.info/templates/template6/img/header-bg.jpg	(from https://minhngoc.iwedding.info/templates/template6/css/style.css?v=20251121)
19:00:46	194699/194699	---MCZ	200	added ('OK')	text/css	etag:W/%222f88b-Yz6bIW1g1A6raHMXUTTpNbVU+JE%22	https://cdn.jsdelivr.net/npm/bootstrap@5.2.0/dist/css/bootstrap.min.css	F:/Workspace/Project/Freelancer/WebClone/minhngoc-wedding/cdn.jsdelivr.net/npm/bootstrap@5.2.0/dist/css/bootstrap.min.css	(from https://minhngoc.iwedding.info/rsvp)
19:00:46	100361/100361	---M--	200	added ('OK')	image/gif	etag:%2263c75cfe-18809%22	https://minhngoc.iwedding.info/album/heart.gif	F:/Workspace/Project/Freelancer/WebClone/minhngoc-wedding/minhngoc.iwedding.info/album/heart.gif	(from https://minhngoc.iwedding.info/rsvp)
19:00:47	112192/112192	---MCZ	200	added ('OK')	application/javascript	etag:W/%2263c75cfe-1b640%22	https://minhngoc.iwedding.info/rsvp-template/script.js?v=20231217	F:/Workspace/Project/Freelancer/WebClone/minhngoc-wedding/minhngoc.iwedding.info/rsvp-template/script7625.js	(from https://minhngoc.iwedding.info/rsvp)
19:00:48	4735/4735	---MCZ	200	added ('OK')	text/css	etag:W/%2263c75cfe-127f%22	https://minhngoc.iwedding.info/404/style.css	F:/Workspace/Project/Freelancer/WebClone/minhngoc-wedding/minhngoc.iwedding.info/404/style.css	(from https://minhngoc.iwedding.info/templates/template6/fonts/glyphicons-halflings-regular.html)
